scientific,family,PC1,nplants,nbirds,envidist,database
Parus palustris,Paridae,0.738841496,30,28,0.5874835052735589,00InteractionData_DE
Parus palustris,Paridae,-0.274552554,30,25,1.272274924684543,00InteractionData_GB
Parus palustris,Paridae,1.67762874,15,27,0.22928622986672997,00InteractionData_PL
Parus palustris,Paridae,1.785509124,9,24,0.22928622986672997,06_plant_frugivore_networks_continuous
Parus palustris,Paridae,1.369158822,9,24,0.22928622986672997,06_plant_frugivore_networks_fragmented
Parus palustris,Paridae,2.320810752,11,14,0.4618542951881718,PigotEtAl'16-Database S1_SOREN
Parus palustris,Paridae,0.683695258,31,31,0.5874835052735589,PigotEtAl'16-Database S1_STEIB
Parus montanus,Paridae,-0.781795024,5,14,0.27123268456196825,112_2011_fruit_removal_net
Parus montanus,Paridae,-0.781795024,5,14,0.27123268456196825,112_2011_seed_removal_net
Parus montanus,Paridae,-1.089286852,7,11,0.27123268456196825,315_2011_fruit_removal_net
Parus montanus,Paridae,-1.089286852,7,11,0.27123268456196825,315_2011_seed_removal_net
Parus montanus,Paridae,-2.011918951,30,28,0.924510026557568,00InteractionData_DE
Parus montanus,Paridae,-2.354907155,30,25,1.6026712093749165,00InteractionData_GB
Parus montanus,Paridae,-1.141656412,15,27,0.27123268456196825,00InteractionData_PL
Parus montanus,Paridae,-1.367169283,9,24,0.27123268456196825,06_plant_frugivore_networks_fragmented
Parus montanus,Paridae,-2.460983499,31,31,0.924510026557568,PigotEtAl'16-Database S1_STEIB
Parus major,Paridae,-0.580223443,8,10,1.2059762984929128,102_2012_fruit_removal_net
Parus major,Paridae,-0.580223443,8,10,1.2059762984929128,102_2012_seed_removal_net
Parus major,Paridae,1.482174594,8,11,1.2348420244399236,11_2012_fruit_removal_net
Parus major,Paridae,1.482174594,8,11,1.2348420244399236,11_2012_seed_removal_net
Parus major,Paridae,0.29462308,5,9,1.202716207660211,111_2011_fruit_removal_net
Parus major,Paridae,0.29462308,5,9,1.202716207660211,111_2011_seed_removal_net
Parus major,Paridae,-1.002625218,8,12,1.202716207660211,111_2012_fruit_removal_net
Parus major,Paridae,-1.002625218,8,12,1.202716207660211,111_2012_seed_removal_net
Parus major,Paridae,-0.753422363,5,14,1.202716207660211,112_2011_fruit_removal_net
Parus major,Paridae,-0.753422363,5,14,1.202716207660211,112_2011_seed_removal_net
Parus major,Paridae,-1.116341932,8,11,1.202716207660211,112_2012_fruit_removal_net
Parus major,Paridae,-1.116341932,8,11,1.202716207660211,112_2012_seed_removal_net
Parus major,Paridae,-0.068559237,9,13,1.2029146132561992,15_2012_fruit_removal_net
Parus major,Paridae,-0.068559237,9,13,1.2029146132561992,15_2012_seed_removal_net
Parus major,Paridae,0.418099987,9,14,1.2059762984929128,203_2012_fruit_removal_net
Parus major,Paridae,0.418099987,9,14,1.2059762984929128,203_2012_seed_removal_net
Parus major,Paridae,-0.116509924,8,12,1.2029146132561992,30_2012_fruit_removal_net
Parus major,Paridae,-0.116509924,8,12,1.2029146132561992,30_2012_seed_removal_net
Parus major,Paridae,-1.213403248,3,11,1.202716207660211,301_2011_fruit_removal_net
Parus major,Paridae,-1.213403248,3,11,1.202716207660211,301_2011_seed_removal_net
Parus major,Paridae,0.044228852,6,18,1.202716207660211,301_2012_fruit_removal_net
Parus major,Paridae,0.044228852,6,18,1.202716207660211,301_2012_seed_removal_net
Parus major,Paridae,-0.720137929,5,8,1.202716207660211,314_2012_fruit_removal_net
Parus major,Paridae,-0.720137929,5,8,1.202716207660211,314_2012_seed_removal_net
Parus major,Paridae,-0.235918474,7,11,1.202716207660211,315_2011_fruit_removal_net
Parus major,Paridae,-0.235918474,7,11,1.202716207660211,315_2011_seed_removal_net
Parus major,Paridae,0.930599774,8,15,1.202716207660211,315_2012_fruit_removal_net
Parus major,Paridae,0.930599774,8,15,1.202716207660211,315_2012_seed_removal_net
Parus major,Paridae,0.198972262,8,10,1.2348420244399236,35_2012_fruit_removal_net
Parus major,Paridae,0.198972262,8,10,1.2029146132561992,35_2012_seed_removal_net
Parus major,Paridae,-2.460161345,8,10,1.2348420244399236,36_2012_fruit_removal_net
Parus major,Paridae,-2.460161345,8,10,1.2348420244399236,36_2012_seed_removal_net
Parus major,Paridae,-0.637890025,11,14,0.6296131908247419,M_SD_011
Parus major,Paridae,0.850267535,25,33,2.0424814388992583,M_SD_020
Parus major,Paridae,-0.738120323,18,28,1.9106637851351356,M_SD_021
Parus major,Paridae,-0.010823724,7,16,1.547418661762081,Garciaetal
Parus major,Paridae,-0.128467038,7,17,0.741302274887618,Pena et al
Parus major,Paridae,0.776064968,30,28,0.7494095681419657,00InteractionData_DE
Parus major,Paridae,-0.366189054,30,25,0.6296131908247419,00InteractionData_GB
Parus major,Paridae,1.010781847,15,27,1.202716207660211,00InteractionData_PL
Parus major,Paridae,0.372945472,9,24,1.202716207660211,06_plant_frugivore_networks_continuous
Parus major,Paridae,1.285758982,9,24,1.202716207660211,06_plant_frugivore_networks_fragmented
Parus major,Paridae,0.850267535,25,33,4.550847488805344,PigotEtAl'16-Database S1_NCOR
Parus major,Paridae,-0.738120323,18,28,4.550847488805344,PigotEtAl'16-Database S1_NNOG
Parus major,Paridae,-0.637890025,11,14,1.048978769455282,PigotEtAl'16-Database S1_SOREN
Parus major,Paridae,0.645233955,31,31,0.7494095681419657,PigotEtAl'16-Database S1_STEIB
Parus major,Paridae,-0.239683882,9,7,0.6296131908247419,Vizentin-Bugoni_etal_Science_2019_HarvardDataverse_SORE81
Parus major,Paridae,-1.070273666,6,6,1.6136927728781258,Cruz 2013 Winter
Parus major,Paridae,-0.048169592,5,9,0.7254747653589841,Dupont 1997
Parus major,Paridae,1.878366151,24,19,6.0100135195896405,Kamruzzaman 2008
Parus major,Paridae,1.625963325,6,24,3.7765656512769215,Palita 2011
Patagioenas cayennensis,Columbidae,-0.985107705,90,67,0.7340560768174814,MachadoSouzaEtAl'19-SupMat
Patagioenas cayennensis,Columbidae,-0.440100781,21,53,2.0250321702869525,MunozEtAl'17-bikf.10042.1-InteractionsData_after_GMM
Patagioenas cayennensis,Columbidae,-1.920934452,13,45,2.133113258201909,n4_Correia_PcAntas
Patagioenas cayennensis,Columbidae,-1.402327574,20,25,1.8558714602830968,Vizentin-Bugoni_etal_Science_2019_HarvardDataverse_SILV14
Patagioenas fasciata,Columbidae,0.048611696,60,72,2.057025584769316,btp12290-sup-0001-appendixs1
Patagioenas fasciata,Columbidae,-2.097788921,19,15,0.8145535435549163,InteractionNetwork_2000Fragmented
Patagioenas fasciata,Columbidae,1.817394351,12,15,0.8145535435549163,InteractionNetwork_2000Natural
Patagioenas fasciata,Columbidae,-1.306827095,13,31,2.8918831142552603,Kessler- Rios 2011
Patagioenas fasciata,Columbidae,-0.053599583,169,40,2.965886843930587,M_SD_019
Patagioenas fasciata,Columbidae,1.018255398,82,64,0.4797254168449646,Sandor
Patagioenas fasciata,Columbidae,-0.828447439,40,42,0.3972884560488371,Vizentin-Bugoni_etal_Science_2019_HarvardDataverse_SAAV14
Patagioenas fasciata,Columbidae,-1.707597558,19,20,0.7250678940097055,Dehling 2017 Wayqecha 1
Patagioenas fasciata,Columbidae,-1.206543998,22,17,0.7250678940097055,Dehling 2017 Wayqecha 2
Patagioenas fasciata,Columbidae,-1.32318787,21,16,0.7250678940097055,Dehling 2017 Wayqecha 3
Patagioenas fasciata,Columbidae,1.272414007,12,31,2.8918831142552603,Kessler-Rios 2012
Patagioenas fasciata,Columbidae,2.10761975,18,21,0.4774170042982545,Ruggera 2016 Los Chorizos
Patagioenas flavirostris,Columbidae,-1.204950847,169,40,1.1119376148109263,M_SD_019
Patagioenas flavirostris,Columbidae,0.043988572,44,41,1.2723309711366575,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F
Patagioenas flavirostris,Columbidae,-0.072660527,26,44,1.054129319403594,Messeder_et_al._2020_-_Interaction_dataset_NW 034 F
Patagioenas flavirostris,Columbidae,-0.202030745,31,50,1.2723309711366575,Ortiz-Pulido 2000
Patagioenas flavirostris,Columbidae,-0.248225892,25,42,1.2723309711366575,Ramos-Robles 2018
Patagioenas picazuro,Columbidae,-1.385666473,90,67,1.788442183372178,MachadoSouzaEtAl'19-SupMat
Patagioenas picazuro,Columbidae,1.570232404,9,29,1.0529589128311605,n10_Athie_RC
Patagioenas picazuro,Columbidae,1.850549435,23,28,0.9253933361950798,n12_fe25_quanti
Patagioenas picazuro,Columbidae,-1.213841909,14,13,0.98145365985684,n13_fe57_quanti
Patagioenas picazuro,Columbidae,-0.804481228,22,18,0.312681817209026,n16_Rafael_UFRJ
Patagioenas picazuro,Columbidae,2.646974574,19,26,1.0529589128311605,Rio_Claro_(Sao_Paulo_Brasil)
Patagioenas picazuro,Columbidae,0.799741794,32,31,1.0029577123251168,Messeder_et_al._2020_-_Interaction_dataset_NW 032 F
Patagioenas picazuro,Columbidae,-0.707023545,18,14,0.9253933361950798,Messeder_et_al._2020_-_Interaction_dataset_NW 033 F
Patagioenas picazuro,Columbidae,-1.330428977,13,34,2.355103242214537,Messeder_et_al._2020_-_Interaction_dataset_NW 036 F
Patagioenas picazuro,Columbidae,-0.986900803,20,25,1.776038384419022,Vizentin-Bugoni_etal_Science_2019_HarvardDataverse_SILV14
Penelope montagnii,Cracidae,-1.489886405,21,53,0.5518191023893897,MunozEtAl'17-bikf.10042.1-InteractionsData_after_GMM
Penelope montagnii,Cracidae,1.034983258,35,30,1.0124773051787783,Oxapampa_Peru_(CDS)
Penelope montagnii,Cracidae,-2.073782539,20,21,1.0195685830503145,Messeder_et_al._2020_-_Interaction_dataset_NW 015 F
Penelope montagnii,Cracidae,2.595617028,40,42,1.232952811332476,Vizentin-Bugoni_etal_Science_2019_HarvardDataverse_SAAV14
Penelope montagnii,Cracidae,-3.673351088,22,51,0.6593772176222292,Dehling 2017 San Pedro 1
Penelope montagnii,Cracidae,-0.293546397,17,45,0.6593772176222292,Dehling 2017 San Pedro 2
Penelope montagnii,Cracidae,-1.116834111,19,35,0.6593772176222292,Dehling 2017 San Pedro 3
Penelope montagnii,Cracidae,0.71445384,20,30,0.6593772176222292,Dehling 2017 San Pedro 4
Penelope montagnii,Cracidae,-0.397003932,19,20,1.8672277313076744,Dehling 2017 Wayqecha 1
Penelope montagnii,Cracidae,-1.001626031,22,17,1.8672277313076744,Dehling 2017 Wayqecha 2
Penelope montagnii,Cracidae,-1.49948749,21,16,1.8672277313076744,Dehling 2017 Wayqecha 3
Penelope montagnii,Cracidae,-0.655066809,18,19,1.8672277313076744,Dehling 2017 Wayqecha 4
Patagioenas plumbea,Columbidae,-1.990803758,90,67,0.5466544252135763,MachadoSouzaEtAl'19-SupMat
Patagioenas plumbea,Columbidae,-1.643890375,30,57,1.2213397516047737,n2_Botelho
Patagioenas plumbea,Columbidae,1.230054643,13,64,3.0340088097033107,Messeder_et_al._2020_-_Interaction_dataset_NW 025 F
Patagioenas plumbea,Columbidae,1.216134957,60,72,2.924328253096362,Messeder_et_al._2020_-_Interaction_dataset_NW 035 F
Patagioenas plumbea,Columbidae,0.125746555,55,36,1.6905304898593871,VidalEtAl'19-interaction_matrices_middle_slope_matrix
Patagioenas plumbea,Columbidae,-0.027737276,54,42,1.6905304898593871,VidalEtAl'19-interaction_matrices_hilltop_matrix
Patagioenas plumbea,Columbidae,-0.122222707,127,64,1.6905304898593871,VidalEtAl'19-interaction_matrices_combined_matrix
Patagioenas plumbea,Columbidae,-0.457360548,40,42,2.861008452661766,Vizentin-Bugoni_etal_Science_2019_HarvardDataverse_SAAV14
Patagioenas plumbea,Columbidae,0.15480307,22,51,2.4164144213965244,Dehling 2017 San Pedro 1
Patagioenas plumbea,Columbidae,-3.120577965,17,45,2.4164144213965244,Dehling 2017 San Pedro 2
Patagioenas plumbea,Columbidae,-3.278323297,19,35,2.4164144213965244,Dehling 2017 San Pedro 3
Patagioenas plumbea,Columbidae,2.416691467,20,30,2.4164144213965244,Dehling 2017 San Pedro 4
Patagioenas plumbea,Columbidae,0.17668593,3,17,2.1717529409490655,Ikuta 2013
Patagioenas squamosa,Columbidae,0.053790864,24,12,0.48030848188028114,Finca_Montana(Puerto_Rico)
Patagioenas squamosa,Columbidae,0.253118469,25,14,1.0591557328859458,M_SD_003
Patagioenas squamosa,Columbidae,-0.588633527,31,19,0.9290919556060848,M_SD_004
Patagioenas squamosa,Columbidae,0.249482591,25,13,0.9290919556060848,M_SD_005
Patagioenas squamosa,Columbidae,-1.439864297,21,15,0.9290919556060848,M_SD_006
Penelope obscura,Cracidae,-2.150059986,90,67,1.2617408119408764,MachadoSouzaEtAl'19-SupMat
Penelope obscura,Cracidae,-0.602980989,30,57,0.5011675329552056,n2_Botelho
Penelope obscura,Cracidae,-1.027915908,49,16,1.3717875788488945,n3_Castro_Cardoso
Penelope obscura,Cracidae,0.959148968,25,27,1.1204946959848827,Messeder_et_al._2020_-_Interaction_dataset_NW 018 F
Penelope obscura,Cracidae,-1.108835334,29,27,0.7491597344256584,Messeder_et_al._2020_-_Interaction_dataset_NW 038 F
Penelope obscura,Cracidae,-1.088422914,71,45,0.08857214122479704,VidalEtAl'19-interaction_matrices_bottom_of_valley_matrix
Penelope obscura,Cracidae,-0.52334561,55,36,0.08857214122479704,VidalEtAl'19-interaction_matrices_middle_slope_matrix
Penelope obscura,Cracidae,-1.147713734,54,42,0.08857214122479704,VidalEtAl'19-interaction_matrices_hilltop_matrix
Penelope obscura,Cracidae,0.367413476,127,64,0.08857214122479704,VidalEtAl'19-interaction_matrices_combined_matrix
Penelope obscura,Cracidae,-0.881099765,15,34,0.5913603455016015,Fonseca 2007
Penelope obscura,Cracidae,0.0465493,42,44,2.668234804949587,Fontanari 2018
Penelope obscura,Cracidae,0.24272776,18,21,1.8478633098690744,Ruggera 2016 Los Chorizos
Penelope obscura,Cracidae,0.10227898,21,22,1.819542019320412,Ruggera 2016 Chorro de Loros
Penelope obscura,Cracidae,-1.108745164,11,15,1.819542019320412,Ruggera 2016 Pozo Verde
Penelope obscura,Cracidae,-0.989609378,16,17,1.7404456888586757,Ruggera 2016 EcoPortal
Penelope superciliaris,Cracidae,2.03482776,35,29,0.7478064056217888,M_SD_012
Penelope superciliaris,Cracidae,-2.142937478,90,67,1.3281793155716073,MachadoSouzaEtAl'19-SupMat
Penelope superciliaris,Cracidae,-0.76417985,49,16,1.4282196421091882,n3_Castro_Cardoso
Penelope superciliaris,Cracidae,2.03482776,35,29,0.7478064056217888,n8_Galetti_Pizo
Penelope superciliaris,Cracidae,-1.653336106,31,43,1.707935890164265,Messeder_et_al._2020_-_Interaction_dataset_NW 013 F
Penelope superciliaris,Cracidae,0.525822996,13,64,1.3972232326113796,Messeder_et_al._2020_-_Interaction_dataset_NW 025 F
Pheucticus aureoventris,Cardinalidae,1.123883684,20,21,1.5667303422173766,Messeder_et_al._2020_-_Interaction_dataset_NW 015 F
Pheucticus aureoventris,Cardinalidae,-0.924267909,29,27,0.8290635429746884,Messeder_et_al._2020_-_Interaction_dataset_NW 038 F
Pheucticus aureoventris,Cardinalidae,-1.500442679,40,42,0.5535550879072128,Vizentin-Bugoni_etal_Science_2019_HarvardDataverse_SAAV14
Pheucticus aureoventris,Cardinalidae,-1.00846208,6,15,0.6853014196466999,Ruggera 2016 Quebrada del Port
Pheucticus aureoventris,Cardinalidae,-1.434074873,16,17,0.8152398908737731,Ruggera 2016 EcoPortal
Pheucticus aureoventris,Cardinalidae,0.303477637,13,17,0.7516720561632529,Ruggera 2016 El Noglar
Pheucticus aureoventris,Cardinalidae,-2.262428085,4,5,0.2673053822284537,Villate Suarez 2017
Phoenicurus phoenicurus,Muscicapidae,-0.48463539,25,33,1.0709551085177338,M_SD_020
Phoenicurus phoenicurus,Muscicapidae,0.867258826,18,28,0.9516492642192133,M_SD_021
Phoenicurus phoenicurus,Muscicapidae,-0.497714519,32,83,2.165735789064856,M_SD_034
Phoenicurus phoenicurus,Muscicapidae,-1.218137536,30,28,0.5771377077082085,00InteractionData_DE
Phoenicurus phoenicurus,Muscicapidae,-0.48463539,25,33,5.479145999902958,PigotEtAl'16-Database S1_NCOR
Phoenicurus phoenicurus,Muscicapidae,0.867258826,18,28,5.479145999902958,PigotEtAl'16-Database S1_NNOG
Phoenicurus phoenicurus,Muscicapidae,-1.363467271,31,31,0.5771377077082085,PigotEtAl'16-Database S1_STEIB
Phoenicurus phoenicurus,Muscicapidae,0.497080978,47,20,0.6109530645568595,Debussche 1989
Pheucticus ludovicianus,Cardinalidae,-0.961084478,60,72,1.020065708825074,btp12290-sup-0001-appendixs1
Pheucticus ludovicianus,Cardinalidae,-2.891195259,13,31,1.86678666980062,Kessler- Rios 2011
Pheucticus ludovicianus,Cardinalidae,-1.014154424,169,40,2.7060886243069233,M_SD_019
Pheucticus ludovicianus,Cardinalidae,-0.440100781,21,53,1.0285756352660071,MunozEtAl'17-bikf.10042.1-InteractionsData_after_GMM
Pheucticus ludovicianus,Cardinalidae,-0.592145323,22,14,0.962765865071898,Powdermill_(Pennsylvania_USA)
Pheucticus ludovicianus,Cardinalidae,-1.354099458,99,20,3.725943822009261,Messeder_et_al._2020_-_Interaction_dataset_NW 021 F
Pheucticus ludovicianus,Cardinalidae,-0.947202694,44,41,1.6518907859984482,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F
Pheucticus ludovicianus,Cardinalidae,2.975976183,12,31,1.86678666980062,Kessler-Rios 2012
Pheucticus ludovicianus,Cardinalidae,-1.013937633,25,42,1.6518907859984482,Ramos-Robles 2018
Pheucticus ludovicianus,Cardinalidae,0.572893762,8,83,3.2327721573115684,Skutch 1980
Phyllastrephus hypochloris,Pycnonotidae,1.823837729,32,83,1.1833589887230038,M_SD_034
Phyllastrephus hypochloris,Pycnonotidae,-1.807806067,8,51,1.1833589887230038,Menke et al_Interior Little Disturbed
Phyllastrephus hypochloris,Pycnonotidae,-1.343478541,8,51,1.1833589887230038,Menke et al_Interior Highly Disturbed
Phyllastrephus hypochloris,Pycnonotidae,1.842777172,8,51,1.1833589887230038,Menke et al_Edge Highly Disturbed
Phylloscopus trochilus,Phylloscopidae,0.31548601,3,7,0.9806152373100904,203_2011_fruit_removal_net
Phylloscopus trochilus,Phylloscopidae,0.31548601,3,7,0.9806152373100904,203_2011_seed_removal_net
Phylloscopus trochilus,Phylloscopidae,-0.79367749,3,11,0.9899406828011804,301_2011_fruit_removal_net
Phylloscopus trochilus,Phylloscopidae,-0.79367749,3,11,0.9899406828011804,301_2011_seed_removal_net
Phylloscopus trochilus,Phylloscopidae,-1.929513876,6,18,0.9899406828011804,301_2012_fruit_removal_net
Phylloscopus trochilus,Phylloscopidae,-1.929513876,6,18,0.9899406828011804,301_2012_seed_removal_net
Phylloscopus trochilus,Phylloscopidae,-1.427508325,2,7,0.9899406828011804,314_2011_fruit_removal_net
Phylloscopus trochilus,Phylloscopidae,-1.427508325,2,7,0.9899406828011804,314_2011_seed_removal_net
Phylloscopus trochilus,Phylloscopidae,-1.510996428,8,15,0.9899406828011804,315_2012_fruit_removal_net
Phylloscopus trochilus,Phylloscopidae,-1.510996428,8,15,0.9899406828011804,315_2012_seed_removal_net
Phylloscopus trochilus,Phylloscopidae,2.100404422,32,83,2.5094626121219203,M_SD_034
Phylloscopus trochilus,Phylloscopidae,-1.117685194,15,27,0.9899406828011804,00InteractionData_PL
Phylloscopus trochilus,Phylloscopidae,-2.063200191,9,24,0.9899406828011804,06_plant_frugivore_networks_continuous
Phylloscopus trochilus,Phylloscopidae,-2.018778618,9,24,0.9899406828011804,06_plant_frugivore_networks_fragmented
Phylloscopus trochilus,Phylloscopidae,0.388812434,8,51,2.5094626121219203,Menke et al_Interior Little Disturbed
Phylloscopus trochilus,Phylloscopidae,2.918710085,7,51,2.5094626121219203,Menke et al_Edge Little Disturbed
Phylloscopus trochilus,Phylloscopidae,0.827320417,8,51,2.5094626121219203,Menke et al_Interior Highly Disturbed
Phylloscopus trochilus,Phylloscopidae,-1.254291043,8,51,2.5094626121219203,Menke et al_Edge Highly Disturbed
Phylloscopus trochilus,Phylloscopidae,-1.508364222,11,18,0.5084355237534388,Chama 2013 net9
Phylloscopus trochilus,Phylloscopidae,-0.459501641,7,40,1.669335490794413,Daru 2015
Piaya cayana,Cuculidae,-1.395130125,60,72,1.2181956771016502,btp12290-sup-0001-appendixs1
Piaya cayana,Cuculidae,-0.642314406,13,31,1.5937797072698268,Kessler- Rios 2011
Piaya cayana,Cuculidae,1.538699438,24,75,1.4184586279382798,Morro_Calzada_(Moyobamba_Peru)
Piaya cayana,Cuculidae,2.002237737,19,26,1.011747833625566,Rio_Claro_(Sao_Paulo_Brasil)
Piaya cayana,Cuculidae,-0.726075569,44,41,1.2648310317265243,Messeder_et_al._2020_-_Interaction_dataset_NW 030 F
Piaya cayana,Cuculidae,-0.038831576,60,72,1.2648310317265243,Messeder_et_al._2020_-_Interaction_dataset_NW 035 F
Piaya cayana,Cuculidae,1.697586908,13,43,1.0263765008408186,de Oliveira 1999
Piaya cayana,Cuculidae,0.702039407,12,31,1.5937797072698268,Kessler-Rios 2012
Piaya cayana,Cuculidae,-2.19767369,31,50,1.2648310317265243,Ortiz-Pulido 2000
Piaya cayana,Cuculidae,-1.526907241,25,42,1.2648310317265243,Ramos-Robles 2018
Piaya cayana,Cuculidae,-0.48764371,13,15,1.7649883147373326,Souza Gomes 2008 secondary fore
Pica pica,Corvidae,-1.245919427,25,33,2.0613964681121537,M_SD_020
Pica pica,Corvidae,1.051327873,18,28,1.9299624447362795,M_SD_021
Pica pica,Corvidae,-0.719204008,30,28,0.7630060341867148,00InteractionData_DE
Pica pica,Corvidae,0.101904479,30,25,0.620734938634422,00InteractionData_GB
Pica pica,Corvidae,-1.245919427,25,33,4.531795530896518,PigotEtAl'16-Database S1_NCOR
Pica pica,Corvidae,1.051327873,18,28,4.531795530896518,PigotEtAl'16-Database S1_NNOG
Pica pica,Corvidae,-0.667638795,31,31,0.7630060341867148,PigotEtAl'16-Database S1_STEIB
Pica pica,Corvidae,1.318061259,47,20,1.54742634686412,Debussche 1989
Pica pica,Corvidae,-1.814957847,5,9,0.7304427630038075,Dupont 1997
Pipra pipra,Pipridae,-0.760933905,24,75,1.8963105317872953,Morro_Calzada_(Moyobamba_Peru)
Pipra pipra,Pipridae,0.911526643,13,45,3.020335560581776,n4_Correia_PcAntas
Pipra pipra,Pipridae,2.932287547,42,7,1.1349279878140686,Messeder_et_al._2020_-_Interaction_dataset_NW 016 F
Pipra pipra,Pipridae,1.803940848,6,6,1.1349279878140686,PigotEtAl'16-Database S1_GORCH2
Pipra pipra,Pipridae,-1.118524603,13,43,2.4060541733851517,de Oliveira 1999
Pipra pipra,Pipridae,4.21120058,12,11,1.966049288527265,Souza Gomes 2008 primary forest
Pipra pipra,Pipridae,2.032496997,13,15,1.966049288527265,Souza Gomes 2008 secondary fore
Pipra rubrocapilla,Pipridae,0.737760709,13,45,1.0428534983721192,n4_Correia_PcAntas
Pipra rubrocapilla,Pipridae,-1.535482797,28,8,0.886588939744141,Messeder_et_al._2020_-_Interaction_dataset_NW 001 F
Pipra rubrocapilla,Pipridae,-1.535482797,28,8,0.886588939744141,PigotEtAl'16-Database S1_SARM
Pipra rubrocapilla,Pipridae,-0.610388034,13,43,0.7446165111417271,de Oliveira 1999
Pipra rubrocapilla,Pipridae,-0.901650176,12,11,2.0375887042948473,Souza Gomes 2008 primary forest
Pipra rubrocapilla,Pipridae,0.554612953,13,15,2.0375887042948473,Souza Gomes 2008 secondary fore
Pipraeidea melanonota,Thraupidae,-0.367234527,60,72,0.40595086223919224,btp12290-sup-0001-appendixs1
Pipraeidea melanonota,Thraupidae,-0.642314406,13,31,1.034535879580863,Kessler- Rios 2011
Pipraeidea melanonota,Thraupidae,1.749063581,35,29,1.26263755959423,M_SD_012
Pipraeidea melanonota,Thraupidae,-1.168549616,90,67,0.9987409087541164,MachadoSouzaEtAl'19-SupMat
Pipraeidea melanonota,Thraupidae,-1.748979714,21,53,0.8636418152625086,MunozEtAl'17-bikf.10042.1-InteractionsData_after_GMM
Pipraeidea melanonota,Thraupidae,-2.841577353,25,21,1.1161668868780708,n14_Hasui
Pipraeidea melanonota,Thraupidae,-2.751805338,6,27,1.2999170057650666,n15_vivian_quanti
Pipraeidea melanonota,Thraupidae,1.749063581,35,29,1.26263755959423,n8_Galetti_Pizo
Pipraeidea melanonota,Thraupidae,1.230054643,13,64,1.9090458908498436,Messeder_et_al._2020_-_Interaction_dataset_NW 025 F
Pipraeidea melanonota,Thraupidae,-0.830261219,29,27,1.1139284282377069,Messeder_et_al._2020_-_Interaction_dataset_NW 038 F
Pipraeidea melanonota,Thraupidae,0.603202092,3,16,1.6650506770630196,Silva et al_Appendix1
Pipraeidea melanonota,Thraupidae,-0.581438129,22,17,1.83310824326012,Blendinger 2015
Pipraeidea melanonota,Thraupidae,1.019494951,13,43,0.7718550449128873,de Oliveira 1999
Pipraeidea melanonota,Thraupidae,0.591347871,42,44,2.353315133500955,Fontanari 2018
Pipraeidea melanonota,Thraupidae,0.702039407,12,31,1.034535879580863,Kessler-Rios 2012
Pipraeidea melanonota,Thraupidae,-0.053817852,18,21,2.1858477076287244,Ruggera 2016 Los Chorizos
Pipraeidea melanonota,Thraupidae,0.418239865,6,15,2.0807090102314327,Ruggera 2016 Quebrada del Port
Pipraeidea melanonota,Thraupidae,0.72531671,21,22,2.1797631711141516,Ruggera 2016 Chorro de Loros
Pipraeidea melanonota,Thraupidae,1.646853602,11,15,2.1797631711141516,Ruggera 2016 Pozo Verde
Pipraeidea melanonota,Thraupidae,-0.471294955,16,17,2.1076556741328294,Ruggera 2016 EcoPortal
Pipraeidea melanonota,Thraupidae,-2.139774068,18,20,2.0616793624032983,Ruggera 2016 A. Tres Cruces
Pipraeidea melanonota,Thraupidae,-0.595539893,20,15,2.0381434206777875,Ruggera 2016 Sevenguillar
Pipraeidea melanonota,Thraupidae,1.173308554,13,17,2.1773496320773265,Ruggera 2016 El Noglar
Piranga flava,Cardinalidae,-0.440100781,21,53,1.355299234537157,MunozEtAl'17-bikf.10042.1-InteractionsData_after_GMM
Piranga flava,Cardinalidae,1.134326569,19,27,1.5300009978494558,Messeder_et_al._2020_-_Interaction_dataset_NW 012 NF
Piranga flava,Cardinalidae,0.166258184,10,9,0.6289980057037534,Messeder_et_al._2020_-_Interaction_dataset_NW 019 NF
Piranga flava,Cardinalidae,1.230054643,13,64,1.0905782907451196,Messeder_et_al._2020_-_Interaction_dataset_NW 025 F
Piranga flava,Cardinalidae,0.99330802,60,72,0.846082439755052,Messeder_et_al._2020_-_Interaction_dataset_NW 035 F
Piranga flava,Cardinalidae,-0.61202272,29,27,0.43408646173720256,Messeder_et_al._2020_-_Interaction_dataset_NW 038 F
Piranga flava,Cardinalidae,0.27493059,4,14,1.491730260267811,Silva et al_Appendix2
Piranga flava,Cardinalidae,-1.211062579,22,17,0.6617660073052122,Blendinger 2015
Piranga flava,Cardinalidae,0.878071142,15,16,0.4193343675391346,Ruggera 2016 La Florida
Piranga flava,Cardinalidae,1.549413293,18,21,1.0094798128230986,Ruggera 2016 Los Chorizos
Piranga olivacea,Cardinalidae,0.793061521,22,14,0.6327317067287312,Powdermill_(Pennsylvania_USA)
Piranga olivacea,Cardinalidae,1.284841649,32,39,2.2003484611134483,MontoyaArango'19-supmat_Network
Piranga olivacea,Cardinalidae,-0.254345782,99,20,3.8723318552609154,Messeder_et_al._2020_-_Interaction_dataset_NW 021 F
Piranga olivacea,Cardinalidae,0.500861939,27,42,1.4828607940871734,Messeder_et_al._2020_-_Interaction_dataset_NW 029 F
Piranga olivacea,Cardinalidae,0.912466642,26,44,1.6283364714456587,Messeder_et_al._2020_-_Interaction_dataset_NW 034 F
